Soil Moisture,Temperature,Soil Humidity,Time,Air temperature (C),Air humidity (%),Pressure (KPa),ph
50,12,57,4,,,,
10,36,51,53,,,,
90,13,27,71,,,,
52,7,30,66,,,,
87,36,61,3,,,,
26,8,25,10,,,,
32,12,28,9,,,,
41,10,38,4,,,,
2,6,23,104,,,,
60,12,58,73,,,,
29,6,37,81,,,,
87,25,58,35,,,,
1,14,42,13,,,,
70,31,68,91,,,,
85,40,60,42,,,,
66,15,37,79,,,,
42,0,35,7,,,,
32,34,32,97,,,,
53,38,57,29,,,,
29,6,23,45,,,,
71,14,68,47,,,,
8,2,67,109,,,,
39,42,63,19,,,,
60,28,66,63,,,,
21,39,36,100,,,,
54,13,42,71,,,,
66,9,27,85,,,,
77,33,65,77,,,,
34,9,31,14,,,,
47,2,60,66,,,,
35,0,43,83,,,,
81,9,61,102,,,,
35,31,49,90,,,,
38,9,60,45,,,,
78,0,59,86,,,,
19,15,59,80,,,,
90,12,31,5,,,,
28,1,33,91,,,,
51,25,33,18,,,,
29,6,63,65,,,,
17,33,47,22,,,,
12,16,47,44,,,,
85,14,54,81,,,,
12,42,27,74,,,,
28,43,68,11,,,,
68,0,58,25,,,,
77,31,33,35,,,,
71,43,25,71,,,,
76,35,32,106,,,,
19,38,63,8,,,,
3,17,53,34,,,,
7,0,57,55,,,,
17,10,22,41,,,,
39,5,50,73,,,,
51,22,24,73,,,,
42,9,51,41,,,,
57,27,46,45,,,,
78,33,36,74,,,,
26,40,69,24,,,,
63,8,62,100,,,,
36,3,33,33,,,,
23,30,70,59,,,,
75,16,43,53,,,,
78,12,55,4,,,,
33,31,57,35,,,,
62,0,42,43,,,,
4,41,70,75,,,,
43,38,58,31,,,,
56,40,34,23,,,,
51,27,70,68,,,,
61,35,63,33,,,,
1,26,23,83,,,,
1,45,58,16,,,,
61,8,46,87,,,,
6,22,64,102,,,,
48,8,38,0,,,,
67,22,66,62,,,,
66,42,38,91,,,,
82,10,63,76,,,,
27,8,65,30,,,,
23,16,27,42,,,,
37,6,29,60,,,,
42,34,38,19,,,,
8,21,44,51,,,,
81,4,40,82,,,,
66,9,26,25,,,,
6,33,52,108,,,,
1,14,57,103,,,,
43,30,40,31,,,,
83,25,59,103,,,,
4,4,28,94,,,,
22,0,22,22,,,,
47,13,32,101,,,,
87,31,68,109,,,,
84,22,56,31,,,,
53,8,31,66,,,,
15,12,60,83,,,,
9,11,68,2,,,,
45,44,56,39,,,,
41,42,39,103,,,,
45,39,24,25,,,,
22,5,28,69,,,,
86,42,59,72,,,,
40,37,40,70,,,,
51,27,23,56,,,,
4,29,43,23,,,,
9,15,63,74,,,,
58,32,40,83,,,,
23,24,41,108,,,,
64,1,51,24,,,,
41,35,26,32,,,,
64,3,29,38,,,,
58,6,65,83,,,,
81,24,35,39,,,,
48,10,70,20,,,,
61,14,66,67,,,,
22,36,42,45,,,,
56,10,57,21,,,,
13,9,63,32,,,,
77,0,27,103,,,,
40,23,37,14,,,,
13,27,70,60,,,,
45,5,44,61,,,,
11,8,42,47,,,,
63,24,21,46,,,,
55,33,54,95,,,,
1,1,26,92,,,,
11,39,70,105,,,,
90,1,58,69,,,,
72,2,31,103,,,,
62,43,65,109,,,,
20,16,47,106,,,,
11,34,25,3,,,,
58,36,54,9,,,,
69,28,67,36,,,,
11,22,51,22,,,,
38,34,64,69,,,,
44,18,40,19,,,,
54,3,49,77,,,,
30,7,48,10,,,,
70,43,32,91,,,,
48,38,34,47,,,,
61,37,59,38,,,,
8,29,25,24,,,,
14,7,52,11,,,,
5,32,37,18,,,,
50,31,31,36,,,,
36,17,27,65,,,,
38,37,25,89,,,,
50,44,55,41,,,,
65,14,35,109,,,,
30,41,26,93,,,,
17,25,39,11,,,,
59,26,46,75,,,,
52,35,34,104,,,,
21,38,63,54,,,,
59,26,48,71,,,,
14,33,67,42,,,,
81,14,20,25,,,,
81,31,37,45,,,,
4,18,57,27,,,,
41,12,47,57,,,,
66,27,61,38,,,,
57,40,29,9,,,,
77,40,38,71,,,,
37,31,40,79,,,,
12,29,50,95,,,,
32,7,51,52,,,,
84,18,66,59,,,,
77,44,58,12,,,,
28,41,23,2,,,,
90,23,67,89,,,,
32,36,56,30,,,,
8,14,38,29,,,,
4,21,61,104,,,,
26,6,63,32,,,,
4,17,40,24,,,,
84,14,51,39,,,,
70,44,43,79,,,,
46,33,65,59,,,,
46,26,43,24,,,,
16,12,66,69,,,,
35,31,56,54,,,,
71,8,61,46,,,,
56,9,43,106,,,,
75,12,46,97,,,,
69,1,42,7,,,,
12,35,70,62,,,,
48,4,61,71,,,,
59,40,34,3,,,,
82,19,60,81,,,,
73,21,48,102,,,,
56,16,41,1,,,,
30,1,68,29,,,,
14,19,54,90,,,,
90,7,62,30,,,,
16,2,27,88,,,,
37,6,46,24,,,,
20,7,30,31,,,,
84,18,47,29,,,,
66,1,66,27,,,,
87,19,29,59,,,,
54,8,45,52,,,,
87,28,49,105,,,,
86,27,64,104,,,,
50,21,43,37,,,,
13,17,23,40,,,,
48,17,20,66,,,,
80,22,37,22,,,,
9,37,37,99,,,,
30,24,30,38,,,,
90,14,41,23,,,,
47,0,43,109,,,,
12,27,68,97,,,,
13,29,66,2,,,,
7,32,21,81,,,,
32,41,64,43,,,,
29,7,47,94,,,,
18,25,36,67,,,,
84,32,61,65,,,,
44,23,66,66,,,,
35,30,21,26,,,,
45,24,25,16,,,,
55,4,67,31,,,,
20,24,26,35,,,,
15,2,28,30,,,,
45,19,69,63,,,,
3,30,25,28,,,,
63,20,54,20,,,,
64,17,33,48,,,,
81,4,44,29,,,,
58,8,67,86,,,,
12,26,51,73,,,,
28,35,33,87,,,,
69,7,47,0,,,,
71,45,51,92,,,,
87,4,21,63,,,,
83,15,59,13,,,,
66,24,23,55,,,,
72,44,58,66,,,,
14,20,33,102,,,,
84,25,55,83,,,,
74,10,36,36,,,,
76,8,60,6,,,,
2,5,57,96,,,,
1,19,32,74,,,,
76,40,59,18,,,,
1,27,55,86,,,,
65,9,28,20,,,,
57,33,61,52,,,,
15,7,60,22,,,,
78,20,59,30,,,,
58,45,24,8,,,,
25,13,21,92,,,,
32,2,41,3,,,,
27,4,28,49,,,,
1,44,44,76,,,,
1,30,40,6,,,,
28,19,30,67,,,,
26,38,23,31,,,,
38,27,21,1,,,,
54,39,51,52,,,,
9,11,27,66,,,,
10,23,36,65,,,,
39,29,65,97,,,,
17,44,52,25,,,,
44,18,47,89,,,,
57,9,56,52,,,,
75,5,35,48,,,,
90,1,58,5,,,,
63,33,26,25,,,,
25,18,39,92,,,,
35,34,31,0,,,,
68,27,58,30,,,,
11,1,34,16,,,,
38,33,21,98,,,,
54,39,57,76,,,,
10,44,44,109,,,,
43,14,46,91,,,,
90,32,48,56,,,,
12,31,35,64,,,,
22,42,64,30,,,,
20,8,38,44,,,,
63,11,25,10,,,,
67,14,30,69,,,,
76,29,39,37,,,,
40,28,23,108,,,,
16,30,47,0,,,,
34,0,59,73,,,,
24,6,54,103,,,,
3,2,52,82,,,,
57,24,42,9,,,,
44,13,25,59,,,,
4,5,55,100,,,,
4,20,35,60,,,,
29,31,49,48,,,,
47,14,24,83,,,,
36,35,62,73,,,,
45,5,29,39,,,,
24,7,65,15,,,,
60,5,48,106,,,,
33,29,54,48,,,,
61,31,35,9,,,,
45,14,23,102,,,,
6,41,60,83,,,,
73,7,42,1,,,,
24,10,32,8,,,,
72,33,66,8,,,,
24,20,23,63,,,,
60,29,51,23,,,,
86,31,46,59,,,,
39,28,20,93,,,,
73,33,23,10,,,,
22,22,40,98,,,,
64,2,52,7,,,,
51,2,29,68,,,,
12,6,70,55,,,,
80,13,34,84,,,,
7,9,62,11,,,,
56,40,58,40,,,,
43,43,22,23,,,,
62,39,38,92,,,,
30,8,26,2,,,,
83,41,66,33,,,,
57,0,52,96,,,,
57,5,54,96,,,,
8,12,35,40,,,,
55,18,40,109,,,,
89,3,66,64,,,,
83,38,42,56,,,,
20,0,66,100,,,,
49,7,70,86,,,,
47,43,48,93,,,,
82,43,40,0,,,,
65,36,21,42,,,,
16,15,35,52,,,,
40,32,39,24,,,,
61,25,46,12,,,,
25,23,44,83,,,,
50,41,25,27,,,,
31,9,42,60,,,,
75,32,26,78,,,,
48,23,37,98,,,,
17,32,37,38,,,,
30,13,30,36,,,,
27,39,70,54,,,,
18,26,36,30,,,,
38,37,67,83,,,,
79,0,35,30,,,,
85,14,61,4,,,,
1,44,61,45,,,,
4,27,53,41,,,,
60,25,22,9,,,,
83,13,43,46,,,,
41,29,48,34,,,,
79,34,47,109,,,,
33,22,51,64,,,,
28,14,50,39,,,,
18,34,21,64,,,,
13,13,68,99,,,,
27,20,27,92,,,,
46,0,42,97,,,,
85,44,60,17,,,,
67,26,37,79,,,,
31,43,58,17,,,,
57,11,39,46,,,,
21,4,20,17,,,,
34,29,66,28,,,,
31,7,39,83,,,,
58,15,56,49,,,,
31,24,43,38,,,,
20,37,52,29,,,,
32,0,57,105,,,,
87,16,58,27,,,,
28,21,65,49,,,,
65,30,29,32,,,,
79,26,34,84,,,,
14,27,44,55,,,,
36,8,29,83,,,,
85,40,40,96,,,,
27,11,22,45,,,,
87,39,42,42,,,,
74,42,53,92,,,,
11,33,63,64,,,,
15,24,36,21,,,,
62,25,50,98,,,,
20,38,60,44,,,,
80,32,42,56,,,,
21,2,66,94,,,,
58,7,68,69,,,,
55,8,55,58,,,,
47,31,66,22,,,,
77,12,58,95,,,,
66,3,45,48,,,,
55,8,37,69,,,,
6,40,30,7,,,,
89,45,50,59,,,,
32,7,25,86,,,,
43,40,70,15,,,,
22,21,28,38,,,,
89,3,31,106,,,,
54,9,50,15,,,,
67,28,58,14,,,,
44,35,42,42,,,,
3,16,48,35,,,,
32,35,54,110,,,,
23,30,57,68,,,,
73,44,69,76,,,,
46,38,20,4,,,,
73,30,56,40,,,,
28,1,56,20,,,,
51,12,67,96,,,,
68,40,66,61,,,,
42,13,24,0,,,,
27,41,35,92,,,,
64,22,25,27,,,,
8,43,50,66,,,,
74,13,38,65,,,,
29,16,60,0,,,,
40,23,35,68,,,,
87,7,37,106,,,,
85,2,46,23,,,,
3,12,69,36,,,,
70,1,69,99,,,,
81,17,61,93,,,,
84,25,43,107,,,,
83,20,24,80,,,,
59,14,64,80,,,,
73,19,49,45,,,,
35,7,25,50,,,,
1,27,50,82,,,,
68,22,42,13,,,,
34,11,45,62,,,,
18,25,34,25,,,,
19,1,33,45,,,,
21,36,59,14,,,,
76,18,38,90,,,,
75,7,35,93,,,,
70,13,54,47,,,,
82,33,53,104,,,,
24,14,47,27,,,,
45,38,39,92,,,,
84,1,47,34,,,,
52,10,29,14,,,,
52,44,32,66,,,,
65,21,36,57,,,,
1,26,50,98,,,,
87,39,68,62,,,,
56,22,40,61,,,,
25,34,33,15,,,,
26,21,35,70,,,,
74,8,45,45,,,,
44,24,67,69,,,,
58,37,65,110,,,,
9,42,25,29,,,,
34,13,32,103,,,,
9,6,47,56,,,,
22,31,56,33,,,,
31,17,23,11,,,,
7,42,69,45,,,,
67,39,27,92,,,,
86,20,40,22,,,,
52,39,64,99,,,,
90,40,66,87,,,,
24,6,33,107,,,,
86,45,38,24,,,,
45,4,22,73,,,,
43,19,59,2,,,,
68,26,44,97,,,,
33,21,30,27,,,,
65,24,39,84,,,,
80,21,70,44,,,,
65,38,48,96,,,,
56,3,28,110,,,,
22,24,58,93,,,,
67,1,29,109,,,,
56,10,51,90,,,,
45,38,34,70,,,,
78,18,37,91,,,,
45,1,43,89,,,,
64,5,62,86,,,,
23,4,55,4,,,,
72,14,32,101,,,,
11,35,39,15,,,,
51,14,61,45,,,,
90,14,66,6,,,,
7,22,30,103,,,,
11,44,29,91,,,,
10,15,23,64,,,,
67,10,70,44,,,,
5,9,42,98,,,,
14,8,61,78,,,,
68,0,36,47,,,,
90,35,40,71,,,,
83,9,65,17,,,,
5,16,36,98,,,,
58,44,38,65,,,,
36,9,22,40,,,,
75,34,64,66,,,,
35,25,38,34,,,,
3,7,69,69,,,,
6,4,34,90,,,,
64,20,63,33,,,,
82,45,29,13,,,,
22,12,31,47,,,,
78,31,56,57,,,,
87,29,43,76,,,,
1,12,54,47,,,,
10,39,40,103,,,,
74,14,58,95,,,,
26,7,35,43,,,,
71,28,35,6,,,,
13,8,68,105,,,,
43,17,61,93,,,,
65,44,51,96,,,,
43,43,24,96,,,,
40,38,63,34,,,,
40,39,20,70,,,,
86,13,32,60,,,,
4,14,40,20,,,,
81,11,20,39,,,,
52,30,20,57,,,,
65,25,49,84,,,,
74,44,37,17,,,,
39,28,46,2,,,,
52,23,28,29,,,,
22,25,64,45,,,,
43,37,35,87,,,,
52,24,58,110,,,,
82,19,29,17,,,,
75,37,44,102,,,,
54,19,66,18,,,,
89,13,34,9,,,,
32,45,21,90,,,,
9,31,65,62,,,,
7,39,42,6,,,,
5,4,44,18,,,,
40,36,48,59,,,,
79,30,51,47,,,,
2,24,63,59,,,,
62,24,29,56,,,,
76,33,32,61,,,,
4,39,35,47,,,,
26,23,61,40,,,,
22,45,64,41,,,,
67,27,37,78,,,,
8,10,46,99,,,,
68,4,59,1,,,,
88,24,60,43,,,,
70,37,61,0,,,,
24,27,44,37,,,,
90,35,65,87,,,,
33,15,56,56,,,,
1,3,56,57,,,,
40,12,28,19,,,,
20,45,69,36,,,,
34,28,27,4,,,,
63,31,49,38,,,,
72,19,29,101,,,,
51,30,44,102,,,,
62,12,70,39,,,,
64,32,25,80,,,,
45,29,30,48,,,,
36,23,54,73,,,,
2,14,47,23,,,,
42,30,55,33,,,,
21,40,68,90,,,,
70,10,46,81,,,,
5,25,70,24,,,,
23,25,33,108,,,,
9,19,42,98,,,,
68,8,62,11,,,,
55,3,20,51,,,,
17,44,58,100,,,,
89,15,27,74,,,,
32,9,33,91,,,,
85,27,42,14,,,,
24,18,65,67,,,,
77,11,36,24,,,,
9,17,47,62,,,,
18,20,21,49,,,,
30,1,35,83,,,,
26,34,22,90,,,,
82,9,40,47,,,,
9,30,67,25,,,,
82,9,68,21,,,,
29,8,37,48,,,,
83,27,35,14,,,,
60,26,69,43,,,,
45,2,67,96,,,,
16,44,64,82,,,,
69,19,53,0,,,,
15,38,30,54,,,,
41,22,36,25,,,,
13,38,52,24,,,,
36,5,37,109,,,,
81,39,22,25,,,,
44,2,53,85,,,,
19,37,30,51,,,,
39,15,24,109,,,,
33,22,33,56,,,,
16,14,36,56,,,,
57,15,30,90,,,,
63,16,57,5,,,,
75,28,61,102,,,,
59,29,41,4,,,,
40,3,69,5,,,,
23,7,56,68,,,,
54,14,46,1,,,,
23,9,53,57,,,,
57,0,40,25,,,,
11,14,70,29,,,,
90,7,68,95,,,,
52,31,34,98,,,,
5,13,29,31,,,,
51,1,61,38,,,,
28,27,44,107,,,,
57,34,25,0,,,,
56,42,37,97,,,,
71,0,24,43,,,,
14,36,40,90,,,,
55,22,60,4,,,,
74,24,52,103,,,,
63,8,30,14,,,,
4,5,54,65,,,,
60,11,66,81,,,,
48,23,51,104,,,,
69,1,45,31,,,,
38,24,24,49,,,,
73,6,70,20,,,,
77,44,20,87,,,,
45,30,35,10,,,,
26,39,31,89,,,,
85,11,33,2,,,,
26,21,26,24,,,,
26,33,58,62,,,,
50,18,50,14,,,,
50,14,21,76,,,,
48,45,24,47,,,,
37,40,66,58,,,,
7,34,24,80,,,,
58,9,25,59,,,,
75,40,68,99,,,,
17,1,55,46,,,,
44,20,66,91,,,,
53,40,40,9,,,,
52,27,65,95,,,,
86,21,41,69,,,,
66,31,57,34,,,,
48,13,61,91,,,,
73,35,60,3,,,,
34,0,25,104,,,,
77,14,37,29,,,,
86,45,28,106,,,,
28,35,46,61,,,,
28,21,36,60,,,,
81,22,35,5,,,,
10,25,68,0,,,,
2,43,54,2,,,,
88,11,48,97,,,,
74,4,29,74,,,,
14,26,35,16,,,,
41,44,23,10,,,,
42,40,67,44,,,,
37,9,29,26,,,,
45,19,57,51,,,,
53,32,20,81,,,,
54,17,45,69,,,,
33,17,26,100,,,,
30,37,42,46,,,,
79,20,21,44,,,,
77,43,58,9,,,,
6,27,45,10,,,,
81,16,36,52,,,,
85,35,65,107,,,,
61,1,66,107,,,,
53,23,41,85,,,,
14,33,70,26,,,,
27,17,24,68,,,,
88,24,23,45,,,,
69,18,21,104,,,,
11,8,28,74,,,,
33,45,52,73,,,,
83,36,51,50,,,,
6,39,59,100,,,,
33,13,43,14,,,,
21,9,51,100,,,,
21,11,68,66,,,,
73,41,69,94,,,,
74,22,35,14,,,,
58,5,65,15,,,,
37,2,69,33,,,,
34,42,45,10,,,,
82,35,47,84,,,,
67,27,51,78,,,,
3,34,41,27,,,,
68,37,53,71,,,,
69,41,28,58,,,,
13,6,32,88,,,,
20,30,70,63,,,,
25,38,41,83,,,,
72,42,28,95,,,,
84,21,50,47,,,,
43,19,34,0,,,,
1,31,65,62,,,,
26,26,28,16,,,,
32,33,56,67,,,,
54,30,44,40,,,,
60,0,67,73,,,,
71,37,41,71,,,,
72,27,42,58,,,,
83,32,23,52,,,,
36,9,49,15,,,,
13,1,50,11,,,,
76,39,66,6,,,,
25,6,51,93,,,,
90,29,26,59,,,,
47,14,50,57,,,,
67,41,53,33,,,,
57,5,43,9,,,,
46,41,47,10,,,,
5,45,46,22,,,,
41,25,46,28,,,,
85,42,24,26,,,,
35,24,63,24,,,,
71,0,33,37,,,,
49,31,25,95,,,,
62,6,27,35,,,,
81,28,64,32,,,,
20,32,65,107,,,,
30,7,23,23,,,,
62,34,66,9,,,,
23,31,20,31,,,,
58,5,38,50,,,,
25,6,50,31,,,,
89,11,41,94,,,,
89,4,47,74,,,,
45,12,45,11,,,,
25,28,55,33,,,,
27,4,35,61,,,,
71,13,57,17,,,,
70,37,56,77,,,,
48,8,33,6,,,,
71,7,37,97,,,,
13,6,36,80,,,,
86,7,64,27,,,,
67,40,33,93,,,,
19,8,52,12,,,,
41,18,20,35,,,,
46,1,66,109,,,,
1,36,21,47,,,,
51,29,56,83,,,,
29,33,63,95,,,,
63,26,39,48,,,,
41,20,66,26,,,,
24,26,42,50,,,,
5,0,35,8,,,,
47,32,61,36,,,,
8,30,47,89,,,,
21,1,31,82,,,,
79,8,66,84,,,,
30,29,30,80,,,,
76,19,59,64,,,,
76,1,33,5,,,,
72,34,60,19,,,,
46,11,45,46,,,,
67,28,66,95,,,,
76,6,62,0,,,,
80,27,60,66,,,,
14,25,55,72,,,,
33,36,20,35,,,,
44,19,21,24,,,,
86,31,64,9,,,,
57,8,28,24,,,,
22,32,52,54,,,,
59,41,46,63,,,,
26,21,48,69,,,,
40,18,58,94,,,,
16,4,49,40,,,,
11,2,64,2,,,,
82,29,35,76,,,,
9,39,59,91,,,,
30,6,49,24,,,,
45,2,26,41,,,,
16,43,39,2,,,,
2,38,22,87,,,,
32,25,70,30,,,,
11,39,50,53,,,,
77,24,42,18,,,,
55,0,64,37,,,,
24,33,43,28,,,,
32,8,46,57,,,,
62,37,58,98,,,,
8,2,66,30,,,,
27,32,27,67,,,,
2,23,54,36,,,,
21,37,55,53,,,,
18,3,50,67,,,,
65,20,48,1,,,,
30,18,44,33,,,,
72,5,70,27,,,,
4,38,30,68,,,,
52,16,52,70,,,,
8,28,62,63,,,,
63,0,35,63,,,,
74,15,34,65,,,,
63,25,38,2,,,,
18,42,57,96,,,,
54,6,54,94,,,,
81,39,48,15,,,,
54,42,53,26,,,,
27,40,68,89,,,,
5,4,54,58,,,,
60,1,22,80,,,,
81,6,67,40,,,,
24,3,48,83,,,,
43,6,59,102,,,,
70,38,30,44,,,,
16,13,37,22,,,,
35,14,62,68,,,,
34,7,30,8,,,,
67,7,59,48,,,,
72,32,41,108,,,,
86,11,25,60,,,,
51,31,44,66,,,,
37,14,21,3,,,,
82,6,40,49,,,,
85,9,23,63,,,,
10,45,27,109,,,,
22,21,32,43,,,,
16,9,65,63,,,,
50,19,56,76,,,,
80,15,36,5,,,,
5,36,32,44,,,,
88,37,55,39,,,,
1,25,54,67,,,,
79,5,25,13,,,,
46,8,34,28,,,,
74,30,61,109,,,,
24,34,69,101,,,,
8,37,49,53,,,,
83,32,66,85,,,,
77,21,62,22,,,,
84,18,24,6,,,,
56,6,43,43,,,,
17,32,69,82,,,,
88,33,51,100,,,,
29,43,50,25,,,,
4,8,20,20,,,,
45,24,52,60,,,,
12,9,37,99,,,,
70,6,43,108,,,,
3,10,29,107,,,,
54,10,35,75,,,,
39,31,28,51,,,,
55,15,65,11,,,,
19,43,35,90,,,,
59,37,61,43,,,,
76,26,48,12,,,,
12,30,31,15,,,,
27,26,40,110,,,,
88,41,69,83,,,,
78,11,57,86,,,,
28,42,47,37,,,,
41,26,68,68,,,,
17,10,32,33,,,,
67,16,55,101,,,,
89,17,42,61,,,,
36,15,46,109,,,,
10,36,67,58,,,,
5,37,50,31,,,,
28,44,61,103,,,,
5,4,37,74,,,,
52,45,67,58,,,,
25,1,27,39,,,,
19,20,41,42,,,,
20,2,60,16,,,,
57,4,41,18,,,,
22,4,41,39,,,,
19,31,49,5,,,,
81,0,26,92,,,,
17,10,37,27,,,,
36,5,38,31,,,,
1,1,44,91,,,,
79,38,38,68,,,,
35,32,47,110,,,,
23,2,59,15,,,,
78,42,45,106,,,,
61,36,40,86,,,,
46,20,65,45,,,,
85,16,61,13,,,,
32,13,64,78,,,,
6,36,62,52,,,,
2,0,33,94,,,,
20,5,57,82,,,,
70,26,63,58,,,,
1,38,66,104,,,,
40,16,57,75,,,,
76,0,57,9,,,,
26,15,69,95,,,,
20,15,49,47,,,,
74,24,54,13,,,,
61,11,54,16,,,,
63,27,56,84,,,,
75,40,67,54,,,,
41,28,56,92,,,,
21,42,33,11,,,,
44,39,57,33,,,,
89,25,40,71,,,,
15,18,58,99,,,,
35,40,25,13,,,,
87,41,27,110,,,,
74,38,27,17,,,,
75,35,65,26,,,,
74,36,41,94,,,,
28,5,29,78,,,,
52,1,68,35,,,,
23,12,61,51,,,,
18,9,37,89,,,,
30,45,31,90,,,,
87,45,57,83,,,,
54,38,29,110,,,,
28,7,34,44,,,,
88,31,50,9,,,,
88,40,49,23,,,,
19,15,23,50,,,,
54,14,69,73,,,,
19,14,38,78,,,,
52,1,68,84,,,,
21,18,48,82,,,,
21,10,45,110,,,,
83,36,41,36,,,,
77,24,43,55,,,,
73,20,21,35,,,,
1,37,42,61,,,,
65,5,47,35,,,,
37,41,37,53,,,,
16,9,29,86,,,,
77,26,40,85,,,,
69,43,56,46,,,,
33,24,52,100,,,,
23,38,24,55,,,,
83,28,41,91,,,,
43,25,25,47,,,,
36,15,63,94,,,,
57,4,33,55,,,,
3,45,28,23,,,,
10,2,44,57,,,,
7,22,39,20,,,,
75,3,52,38,,,,
56,40,37,110,,,,
77,19,32,47,,,,
56,37,24,93,,,,
9,16,27,53,,,,
84,8,35,50,,,,
74,44,31,42,,,,
56,19,49,54,,,,
59,2,34,50,,,,
27,18,26,3,,,,
66,37,39,80,,,,
26,2,68,1,,,,
51,29,28,36,,,,
57,30,22,84,,,,
28,25,55,103,,,,
26,42,21,86,,,,
30,17,40,6,,,,
52,19,43,24,,,,
71,22,56,83,,,,
73,7,48,65,,,,
19,8,59,25,,,,
43,23,57,6,,,,
34,38,38,59,,,,
35,26,65,38,,,,
19,9,31,37,,,,
62,7,49,75,,,,
54,36,66,53,,,,
42,37,23,93,,,,
38,0,42,97,,,,
78,44,39,4,,,,
79,35,67,47,,,,
40,29,35,9,,,,
14,29,44,97,,,,
4,7,43,4,,,,
68,35,55,72,,,,
68,3,30,27,,,,
18,36,42,41,,,,
57,32,54,8,,,,
70,26,50,0,,,,
51,8,64,76,,,,
41,20,29,88,,,,
89,32,28,32,,,,
70,31,44,0,,,,
20,13,21,24,,,,
6,42,28,0,,,,
21,9,67,109,,,,
79,18,52,45,,,,
18,43,43,71,,,,
73,1,53,82,,,,
44,4,39,17,,,,
53,10,63,43,,,,
74,13,50,92,,,,
22,14,31,78,,,,
48,2,23,78,,,,
77,20,30,88,,,,
58,40,59,13,,,,
60,38,51,61,,,,
56,17,48,91,,,,
63,40,29,43,,,,
69,23,66,32,,,,
5,38,37,19,,,,
53,33,67,29,,,,
86,14,20,39,,,,
40,37,30,13,,,,
73,8,39,63,,,,
55,10,35,89,,,,
75,42,59,68,,,,
77,34,40,104,,,,
17,28,68,73,,,,
60,34,22,77,,,,
19,14,45,68,,,,
80,0,40,26,,,,
52,5,47,38,,,,
15,22,21,96,,,,
74,14,42,80,,,,
73,26,57,102,,,,
12,14,57,80,,,,
7,30,50,102,,,,
33,5,69,38,,,,
63,22,30,16,,,,
54,4,35,60,,,,
31,24,59,104,,,,
11,43,51,5,,,,
6,20,58,47,,,,
85,11,26,79,,,,
6,28,67,9,,,,
34,43,23,16,,,,
72,45,31,24,,,,
26,27,22,2,,,,
74,31,52,108,,,,
42,6,70,49,,,,
27,13,41,99,,,,
75,1,43,60,,,,
12,8,67,6,,,,
86,12,47,89,,,,
12,40,60,87,,,,
26,6,65,24,,,,
23,24,46,55,,,,
20,33,45,7,,,,
6,4,36,41,,,,
25,4,56,19,,,,
35,32,49,11,,,,
75,0,59,87,,,,
67,40,56,90,,,,
62,20,39,30,,,,
42,21,53,68,,,,
44,6,38,41,,,,
32,35,43,54,,,,
88,45,20,94,,,,
3,14,24,54,,,,
49,40,66,43,,,,
4,29,38,50,,,,
26,3,40,101,,,,
23,25,60,92,,,,
72,42,53,6,,,,
85,14,61,102,,,,
8,17,49,38,,,,
78,41,39,47,,,,
68,3,53,106,,,,
36,45,41,16,,,,
11,28,58,70,,,,
21,20,27,74,,,,
41,13,51,109,,,,
62,17,26,70,,,,
44,33,55,68,,,,
61,27,40,79,,,,
63,0,45,9,,,,
83,1,69,78,,,,
83,27,28,28,,,,
37,4,56,85,,,,
71,29,42,49,,,,
67,30,38,1,,,,
71,31,42,54,,,,
58,32,22,105,,,,
49,38,24,56,,,,
11,0,26,85,,,,
3,6,38,65,,,,
77,42,63,106,,,,
19,15,70,60,,,,
90,14,22,91,,,,
37,28,43,106,,,,
77,11,50,71,,,,
27,28,56,52,,,,
39,40,52,65,,,,
39,4,31,56,,,,
44,29,48,58,,,,
82,26,64,26,,,,
84,8,43,31,,,,
33,7,28,37,,,,
69,28,61,87,,,,
85,6,45,52,,,,
26,37,62,108,,,,
47,39,55,77,,,,
38,12,52,53,,,,
79,3,70,31,,,,
43,4,58,68,,,,
74,10,52,99,,,,
85,44,59,62,,,,
6,23,28,99,,,,
22,40,60,78,,,,
48,18,62,22,,,,
2,39,67,83,,,,
85,13,66,100,,,,
82,8,54,33,,,,
58,30,55,70,,,,
14,26,46,80,,,,
65,25,53,101,,,,
83,5,26,52,,,,
48,8,53,14,,,,
90,38,60,10,,,,
10,0,69,92,,,,
44,38,27,32,,,,
89,36,46,45,,,,
10,38,66,105,,,,
4,10,42,83,,,,
47,32,62,76,,,,
35,25,70,66,,,,
13,0,66,36,,,,
22,35,58,11,,,,
26,25,40,39,,,,
50,26,61,43,,,,
27,11,25,7,,,,
34,28,66,91,,,,
4,31,51,29,,,,
5,31,39,63,,,,
66,42,27,55,,,,
42,20,59,81,,,,
79,21,60,14,,,,
3,29,68,76,,,,
73,42,24,44,,,,
28,2,29,82,,,,
63,30,55,107,,,,
87,15,62,65,,,,
43,33,39,76,,,,
48,7,20,18,,,,
72,19,62,73,,,,
6,39,70,96,,,,
47,31,52,88,,,,
62,36,58,33,,,,
87,19,64,89,,,,
54,1,31,73,,,,
32,44,22,93,,,,
35,37,21,44,,,,
30,36,29,75,,,,
38,15,69,10,,,,
39,20,49,79,,,,
46,1,47,94,,,,
20,19,70,85,,,,
44,30,66,3,,,,
83,18,55,74,,,,
11,26,50,1,,,,
51,27,53,54,,,,
71,34,22,106,,,,
